Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
79,5707,3,1,740000.0,4,145,56,7.8,3058.0,3.0,2.0,1.0,255.0,164.0,2014.0,23,-37.7546,144.9713,2,11204.0
79,1045,3,0,812000.0,1,149,56,7.8,3058.0,3.0,1.0,1.0,370.0,130.0,1930.0,23,-37.7561,144.9718,2,11204.0
79,1085,3,0,766000.0,1,149,56,7.8,3058.0,3.0,1.0,0.0,378.0,124.0,1930.0,23,-37.7561,144.9716,2,11204.0
79,1108,3,0,825000.0,1,149,56,7.8,3058.0,2.0,1.0,1.0,374.0,118.0,1910.0,23,-37.7561,144.9715,2,11204.0
79,1373,3,0,1064000.0,3,145,56,7.8,3058.0,3.0,2.0,1.0,417.0,178.0,1940.0,23,-37.7478,144.9583,2,11204.0
79,5593,2,1,610000.0,0,182,56,7.8,3058.0,2.0,2.0,1.0,114.0,151.96764988779805,1964.6842169408897,23,-37.7466,144.9482,2,11204.0
79,8813,3,0,1210000.0,1,145,1,7.8,3058.0,3.0,1.0,1.0,379.0,125.0,1925.0,23,-37.7544,144.9764,2,11204.0
79,9885,2,2,434000.0,1,145,1,7.8,3058.0,2.0,1.0,1.0,0.0,80.0,1965.0,23,-37.7405,144.9644,2,11204.0
79,6995,2,2,653000.0,3,165,1,7.8,3058.0,2.0,1.0,1.0,129.0,107.0,2012.0,23,-37.7422,144.9606,2,11204.0
79,3429,3,1,640000.0,1,145,2,7.8,3058.0,3.0,1.0,2.0,119.0,109.0,1995.0,23,-37.7403,144.9491,2,11204.0
79,5917,2,0,820000.0,1,165,2,7.8,3058.0,2.0,1.0,1.0,597.0,151.96764988779805,1960.0,23,-37.7402,144.9807,2,11204.0
79,9210,4,0,1250000.0,1,99,2,7.8,3058.0,4.0,1.0,2.0,613.0,151.96764988779805,1964.6842169408897,23,-37.7433,144.9762,2,11204.0
79,4128,5,0,1335000.0,1,145,2,7.8,3058.0,5.0,3.0,2.0,390.0,151.96764988779805,1964.6842169408897,23,-37.7376,144.9726,2,11204.0
79,8340,6,0,1900000.0,4,242,2,7.8,3058.0,6.0,2.0,2.0,1060.0,151.96764988779805,1964.6842169408897,23,-37.7523,144.9725,2,11204.0
79,7749,3,0,1090000.0,1,1,7,7.8,3058.0,3.0,1.0,1.0,464.0,151.96764988779805,1964.6842169408897,23,-37.753,144.9485,2,11204.0
79,7209,3,0,1130000.0,3,183,7,7.8,3058.0,3.0,1.0,2.0,735.0,127.0,1920.0,23,-37.7379,144.9623,2,11204.0
79,166,4,0,1145000.0,1,145,7,7.8,3058.0,4.0,2.0,2.0,480.0,151.96764988779805,1964.6842169408897,23,-37.7402,144.9607,2,11204.0
79,6481,2,1,657000.0,3,145,9,7.8,3058.0,2.0,1.0,2.0,138.0,151.96764988779805,1964.6842169408897,23,-37.7427,144.9711,2,11204.0
79,3198,3,0,763000.0,1,238,10,7.8,3058.0,3.0,2.0,1.0,107.0,110.0,1994.0,23,-37.7517,144.963,2,11204.0
79,8181,2,0,903000.0,1,145,12,7.8,3058.0,2.0,1.0,1.0,253.0,94.0,1910.0,23,-37.7484,144.9521,2,11204.0
79,6760,3,0,1000000.0,1,145,12,7.8,3058.0,3.0,1.0,1.0,431.0,117.0,1970.0,23,-37.75,144.9695,2,11204.0
79,1491,4,0,865000.0,1,26,13,7.8,3058.0,4.0,1.0,1.0,452.0,125.0,1925.0,23,-37.7525,144.94799999999995,2,11204.0
79,1304,2,2,485000.0,4,145,13,7.8,3058.0,2.0,2.0,1.0,0.0,96.0,1880.0,23,-37.7367,144.9701,2,11204.0
79,4399,3,0,1278000.0,1,165,14,7.8,3058.0,3.0,2.0,3.0,405.0,156.0,1930.0,23,-37.7464,144.959,2,11204.0
79,7058,3,1,590000.0,4,182,17,7.8,3058.0,3.0,2.0,2.0,0.0,109.0,2013.0,23,-37.7458,144.9751,2,11204.0
79,7432,4,0,1000000.0,3,165,17,7.8,3058.0,4.0,2.0,1.0,381.0,151.96764988779805,1938.0,23,-37.7337,144.9548,2,11204.0
79,2380,3,1,590000.0,0,25,17,7.8,3058.0,3.0,2.0,2.0,0.0,168.0,1964.6842169408897,23,-37.7372,144.9764,2,11204.0
79,5378,3,0,1030000.0,1,49,17,7.8,3058.0,3.0,1.0,1.0,404.0,151.96764988779805,1964.6842169408897,23,-37.7504,144.9537,2,11204.0
79,3018,4,0,1136000.0,1,182,18,7.8,3058.0,4.0,3.0,1.0,420.0,146.0,1920.0,23,-37.7501,144.96200000000005,2,11204.0
79,1748,2,1,635000.0,1,182,18,7.8,3058.0,2.0,1.0,1.0,97.0,95.0,2014.0,23,-37.7516,144.9623,2,11204.0
79,3135,3,0,1061000.0,1,26,18,7.8,3058.0,3.0,1.0,1.0,527.0,151.96764988779805,1964.6842169408897,23,-37.7359,144.9502,2,11204.0
79,10231,4,0,1155000.0,1,145,18,7.8,3058.0,4.0,1.0,2.0,370.0,151.96764988779805,1964.6842169408897,23,-37.7431,144.95600000000005,2,11204.0
79,8537,4,0,650000.0,0,178,19,7.8,3058.0,3.0,2.0,2.0,312.0,151.96764988779805,1964.6842169408897,23,-37.7362,144.9714,2,11204.0
79,10077,3,0,1286000.0,1,145,19,7.8,3058.0,3.0,2.0,2.0,435.0,151.96764988779805,1964.6842169408897,23,-37.7477,144.9483,2,11204.0
79,5925,3,0,885000.0,1,145,19,7.8,3058.0,3.0,1.0,2.0,255.0,151.96764988779805,1920.0,23,-37.7493,144.9701,2,11204.0
79,1791,4,0,1160000.0,0,99,19,7.8,3058.0,4.0,2.0,5.0,371.0,151.96764988779805,1888.0,23,-37.7436,144.96200000000005,2,11204.0
79,4052,4,0,1400000.0,1,176,19,7.8,3058.0,4.0,1.0,1.0,856.0,189.0,1970.0,23,-37.7432,144.9481,2,11204.0
79,7138,2,2,470000.0,3,180,19,7.8,3058.0,2.0,2.0,1.0,0.0,151.96764988779805,1964.6842169408897,23,-37.7379,144.9683,2,11204.0
79,524,2,0,920000.0,3,99,21,7.8,3058.0,2.0,1.0,0.0,157.0,151.96764988779805,1964.6842169408897,23,-37.7464,144.9676,2,11204.0
79,8155,3,0,841000.0,1,183,21,7.8,3058.0,3.0,1.0,3.0,385.0,98.0,1920.0,23,-37.734,144.9603,2,11204.0
79,8432,2,0,1130000.0,1,26,26,7.8,3058.0,2.0,1.0,2.0,520.0,151.96764988779805,1964.6842169408897,23,-37.7543,144.9717,2,11204.0
79,7979,2,1,598000.0,1,145,26,7.8,3058.0,2.0,1.0,1.0,108.0,100.0,2007.0,23,-37.7379,144.9617,2,11204.0
79,3368,3,0,1120000.0,1,180,26,7.8,3058.0,3.0,2.0,1.0,293.0,180.0,2006.0,23,-37.7481,144.9663,2,11204.0
79,4614,3,0,870000.0,1,145,26,7.8,3058.0,3.0,1.0,1.0,371.0,100.0,1980.0,23,-37.735,144.9558,2,11204.0
79,2988,1,0,482500.0,1,180,27,7.8,3058.0,1.0,1.0,1.0,108.0,151.96764988779805,1964.6842169408897,23,-37.7554,144.9648,2,11204.0
79,2428,3,0,825000.0,1,182,27,7.8,3058.0,3.0,1.0,2.0,577.0,131.0,1920.0,23,-37.7459,144.9773,2,11204.0
79,1254,3,0,725000.0,1,26,27,7.8,3058.0,3.0,1.0,0.0,238.0,131.0,1900.0,23,-37.7539,144.9612,2,11204.0
79,3260,2,0,1008000.0,1,99,30,7.8,3058.0,2.0,1.0,3.0,457.0,89.0,1940.0,23,-37.7505,144.9725,2,11204.0
79,5551,2,1,599000.0,1,182,30,7.8,3058.0,2.0,2.0,1.0,76.0,151.96764988779805,1964.6842169408897,23,-37.7474,144.9621,2,11204.0
79,8089,2,0,860000.0,1,145,30,7.8,3058.0,2.0,1.0,1.0,483.0,151.96764988779805,1964.6842169408897,23,-37.7509,144.9696,2,11204.0
79,157,4,0,990000.0,3,78,30,7.8,3058.0,4.0,1.0,1.0,488.0,142.0,1930.0,23,-37.7537,144.9532,2,11204.0
79,4204,2,0,635000.0,1,26,31,7.8,3058.0,2.0,2.0,3.0,339.0,149.0,1920.0,23,-37.7404,144.9559,2,11204.0
79,8553,3,0,967000.0,1,145,31,7.8,3058.0,3.0,1.0,1.0,169.0,151.96764988779805,1964.6842169408897,23,-37.7494,144.9681,2,11204.0
79,6064,3,0,1025000.0,4,99,31,7.8,3058.0,3.0,1.0,3.0,336.0,112.0,1950.0,23,-37.7408,144.9558,2,11204.0
79,6415,3,0,700000.0,3,26,31,7.8,3058.0,3.0,1.0,1.0,138.0,102.0,2000.0,23,-37.7406,144.9555,2,11204.0
79,7608,3,0,1130000.0,1,145,31,7.8,3058.0,3.0,1.0,3.0,206.0,80.0,1945.0,23,-37.7382,144.9563,2,11204.0
79,4792,3,0,835000.0,2,165,31,7.8,3058.0,3.0,1.0,2.0,385.0,151.96764988779805,1964.6842169408897,23,-37.7376,144.9638,2,11204.0
79,4211,4,0,1075000.0,1,88,31,7.8,3058.0,4.0,1.0,4.0,531.0,187.0,1925.0,23,-37.7473,144.9528,2,11204.0
79,10408,3,0,845000.0,1,26,31,7.8,3058.0,3.0,1.0,1.0,221.0,151.96764988779805,1980.0,23,-37.74800000000001,144.9603,2,11204.0
79,3815,3,1,600000.0,1,26,31,7.8,3058.0,3.0,1.0,1.0,102.0,95.0,1976.0,23,-37.736,144.9665,2,11204.0
79,2990,4,0,1461000.0,1,99,31,7.8,3058.0,4.0,2.0,2.0,571.0,151.96764988779805,1964.6842169408897,23,-37.7535,144.9779,2,11204.0
79,1656,3,0,770000.0,0,180,35,7.8,3058.0,4.0,1.0,2.0,408.0,151.96764988779805,1970.0,23,-37.7366,144.9564,2,11204.0
79,6039,2,0,901000.0,1,165,35,7.8,3058.0,2.0,1.0,1.0,545.0,107.0,1940.0,23,-37.7445,144.9471,2,11204.0
79,10212,2,0,642000.0,1,145,35,7.8,3058.0,2.0,1.0,0.0,167.0,151.96764988779805,1964.6842169408897,23,-37.7477,144.9647,2,11204.0
79,5477,3,1,687000.0,1,145,36,7.8,3058.0,3.0,1.0,1.0,116.0,140.0,1995.0,23,-37.7454,144.9487,2,11204.0
79,5066,3,0,985000.0,1,99,36,7.8,3058.0,3.0,1.0,1.0,309.0,151.96764988779805,1880.0,23,-37.7434,144.9697,2,11204.0
79,6513,3,0,835000.0,1,242,36,7.8,3058.0,3.0,1.0,1.0,459.0,151.96764988779805,1964.6842169408897,23,-37.7388,144.9529,2,11204.0
79,1263,3,0,951000.0,3,145,36,7.8,3058.0,3.0,2.0,0.0,342.0,151.96764988779805,1964.6842169408897,23,-37.743,144.95600000000005,2,11204.0
79,10110,3,0,1370000.0,1,145,38,7.8,3058.0,3.0,1.0,1.0,563.0,130.0,1930.0,23,-37.7493,144.97799999999995,2,11204.0
79,4882,2,0,700000.0,4,145,38,7.8,3058.0,2.0,1.0,2.0,381.0,92.0,1925.0,23,-37.74,144.9516,2,11204.0
79,3730,3,1,810000.0,1,145,38,7.8,3058.0,3.0,2.0,1.0,213.0,131.0,2010.0,23,-37.7461,144.9584,2,11204.0
79,5762,2,2,445000.0,3,180,38,7.8,3058.0,2.0,1.0,1.0,0.0,151.96764988779805,2007.0,23,-37.7336,144.9597,2,11204.0
79,1795,4,0,838000.0,1,99,38,7.8,3058.0,4.0,1.0,1.0,576.0,147.0,1960.0,23,-37.7369,144.9637,2,11204.0
79,3318,2,0,810000.0,1,145,38,7.8,3058.0,2.0,1.0,1.0,370.0,151.96764988779805,1964.6842169408897,23,-37.7489,144.9598,2,11204.0
79,7858,4,0,1150000.0,0,145,38,7.8,3058.0,4.0,1.0,2.0,633.0,164.0,1990.0,23,-37.7531,144.9504,2,11204.0
79,8661,4,0,931000.0,3,26,38,7.8,3058.0,3.0,1.0,1.0,412.0,160.0,1920.0,23,-37.7432,144.9768,2,11204.0
79,6275,4,0,1331000.0,1,99,39,7.8,3058.0,3.0,2.0,2.0,394.0,151.96764988779805,1964.6842169408897,23,-37.7534,144.9679,2,11204.0
79,5134,2,0,981000.0,1,145,39,7.8,3058.0,2.0,1.0,1.0,263.0,114.0,1910.0,23,-37.7493,144.97,2,11204.0
79,2886,2,1,570000.0,1,165,39,7.8,3058.0,2.0,1.0,1.0,0.0,86.0,1900.0,23,-37.7367,144.9701,2,11204.0
79,1490,3,0,830000.0,0,182,46,7.8,3058.0,3.0,2.0,0.0,559.0,151.96764988779805,1964.6842169408897,23,-37.7384,144.9617,2,11204.0
79,1953,3,0,1194500.0,1,242,46,7.8,3058.0,2.0,1.0,2.0,537.0,151.96764988779805,1964.6842169408897,23,-37.7443,144.9494,2,11204.0
79,7388,2,2,425000.0,1,182,46,7.8,3058.0,2.0,2.0,1.0,0.0,151.96764988779805,1964.6842169408897,23,-37.7363,144.9723,2,11204.0
79,1938,2,0,645000.0,3,99,46,7.8,3058.0,2.0,1.0,1.0,702.0,151.96764988779805,1964.6842169408897,23,-37.7517,144.9795,2,11204.0
80,6541,4,0,895000.0,1,145,45,9.2,3058.0,4.0,2.0,2.0,661.0,151.96764988779805,1964.6842169408897,23,-37.7246,144.9828,2,3445.0
80,2357,3,0,655000.0,3,242,45,9.2,3058.0,3.0,1.0,0.0,404.0,98.0,1950.0,23,-37.7305,144.9803,2,3445.0
80,5444,3,1,631000.0,1,130,48,9.2,3058.0,3.0,1.0,1.0,178.0,120.0,2012.0,23,-37.7297,144.9645,2,3445.0
80,7888,2,1,600000.0,1,130,48,9.2,3058.0,2.0,1.0,1.0,145.0,105.0,2010.0,23,-37.7295,144.9641,2,3445.0
80,4583,4,0,820000.0,3,26,48,9.2,3058.0,4.0,1.0,3.0,498.0,151.96764988779805,1964.6842169408897,23,-37.7329,144.9721,2,3445.0
80,6777,3,0,715000.0,3,242,48,9.2,3058.0,3.0,2.0,2.0,173.0,120.0,2010.0,23,-37.7308,144.9832,2,3445.0
80,8207,3,0,735000.0,3,15,48,9.2,3058.0,3.0,1.0,1.0,427.0,151.96764988779805,1964.6842169408897,23,-37.7303,144.9773,2,3445.0
80,4943,3,0,864000.0,1,145,49,9.2,3058.0,3.0,1.0,2.0,565.0,115.0,1950.0,23,-37.7283,144.969,2,3445.0
80,9245,3,0,700000.0,1,145,52,9.2,3058.0,3.0,1.0,2.0,626.0,108.0,1950.0,23,-37.7201,144.9696,2,3445.0
80,3154,4,0,735000.0,3,145,53,9.2,3058.0,4.0,2.0,2.0,302.0,151.96764988779805,1964.6842169408897,23,-37.7271,144.9842,2,3445.0
80,5230,2,1,591000.0,1,145,53,9.2,3058.0,2.0,1.0,1.0,0.0,86.0,2008.0,23,-37.721,144.9527,2,3445.0
80,2725,3,0,860000.0,1,145,56,9.2,3058.0,2.0,1.0,3.0,586.0,145.0,1950.0,23,-37.7205,144.9659,2,3445.0
80,6797,2,0,765000.0,1,118,56,9.2,3058.0,2.0,1.0,2.0,563.0,116.0,1925.0,23,-37.723,144.96,2,3445.0
80,1834,3,0,625000.0,1,145,1,9.2,3058.0,3.0,1.0,2.0,104.0,138.0,2014.0,23,-37.7307,144.9826,2,3445.0
80,27,2,0,745000.0,3,180,2,9.2,3058.0,2.0,1.0,3.0,526.0,90.0,1940.0,23,-37.732,144.9832,2,3445.0
80,4431,3,0,782000.0,1,15,4,9.2,3058.0,3.0,1.0,3.0,576.0,151.96764988779805,1964.6842169408897,23,-37.7269,144.9654,2,3445.0
80,2687,2,0,935000.0,1,67,7,9.2,3058.0,2.0,1.0,2.0,833.0,107.0,1960.0,23,-37.7297,144.9654,2,3445.0
80,10182,4,0,1009000.0,1,182,7,9.2,3058.0,4.0,1.0,2.0,590.0,151.96764988779805,1950.0,23,-37.7197,144.9585,2,3445.0
80,114,2,0,820000.0,3,145,7,9.2,3058.0,2.0,1.0,4.0,629.0,120.0,1960.0,23,-37.7276,144.9688,2,3445.0
80,7852,3,0,780000.0,1,145,7,9.2,3058.0,3.0,1.0,2.0,307.0,96.0,1950.0,23,-37.7215,144.9533,2,3445.0
80,4753,3,0,707000.0,1,26,9,9.2,3058.0,3.0,2.0,3.0,556.0,129.0,1950.0,23,-37.7305,144.9605,2,3445.0
80,2568,3,0,772000.0,1,145,12,9.2,3058.0,3.0,1.0,1.0,367.0,151.96764988779805,1964.6842169408897,23,-37.728,144.963,2,3445.0
80,7529,3,0,745000.0,1,180,18,9.2,3058.0,3.0,1.0,3.0,473.0,151.96764988779805,1964.6842169408897,23,-37.7316,144.9789,2,3445.0
80,3599,2,2,532500.0,1,26,18,9.2,3058.0,2.0,1.0,1.0,168.0,151.96764988779805,1970.0,23,-37.73,144.9629,2,3445.0
80,2920,3,0,750000.0,1,242,18,9.2,3058.0,3.0,2.0,2.0,310.0,151.96764988779805,1964.6842169408897,23,-37.7305,144.9809,2,3445.0
80,5237,3,0,815000.0,1,182,19,9.2,3058.0,3.0,2.0,2.0,376.0,151.96764988779805,1964.6842169408897,23,-37.7295,144.982,2,3445.0
80,1688,3,0,637000.0,1,26,19,9.2,3058.0,3.0,1.0,4.0,498.0,97.0,1950.0,23,-37.7323,144.9833,2,3445.0
80,3278,3,0,780000.0,1,242,19,9.2,3058.0,3.0,1.0,2.0,677.0,151.96764988779805,1964.6842169408897,23,-37.7297,144.9648,2,3445.0
80,5311,3,0,860000.0,0,99,21,9.2,3058.0,3.0,2.0,3.0,472.0,134.0,1970.0,23,-37.734,144.9728,2,3445.0
80,9029,2,0,530000.0,1,180,26,9.2,3058.0,2.0,1.0,1.0,332.0,151.96764988779805,1964.6842169408897,23,-37.7187,144.9564,2,3445.0
80,4057,2,1,570000.0,1,182,27,9.2,3058.0,2.0,2.0,2.0,186.0,151.96764988779805,1964.6842169408897,23,-37.7263,144.9843,2,3445.0
80,2212,3,0,2000000.0,1,182,30,9.2,3058.0,4.0,1.0,1.0,973.0,151.96764988779805,1964.6842169408897,23,-37.7284,144.9843,2,3445.0
80,8946,3,0,650000.0,3,15,31,9.2,3058.0,3.0,1.0,1.0,407.0,95.0,1930.0,6,-37.7351,144.9833,2,3445.0
80,4584,4,0,792000.0,3,99,32,9.2,3058.0,4.0,2.0,1.0,320.0,131.0,1950.0,23,-37.7242,144.9612,2,3445.0
80,7449,3,0,720000.0,1,145,32,9.2,3058.0,3.0,1.0,2.0,499.0,105.0,1970.0,23,-37.7236,144.9576,2,3445.0
80,3222,3,0,970000.0,1,99,36,9.2,3058.0,3.0,1.0,2.0,575.0,129.0,1960.0,23,-37.7307,144.9704,2,3445.0
81,9104,2,1,750000.0,1,99,43,1.6,3066.0,2.0,1.0,1.0,115.0,151.96764988779805,1964.6842169408897,32,-37.7968,144.9891,2,4553.0
81,953,2,2,1260000.0,1,99,43,1.6,3066.0,2.0,1.0,1.0,0.0,129.0,1900.0,32,-37.8042,144.9845,2,4553.0
81,3962,3,0,1260000.0,1,99,45,1.6,3066.0,3.0,1.0,0.0,167.0,151.96764988779805,1900.0,32,-37.7962,144.9866,2,4553.0
81,8996,2,0,1320000.0,1,145,48,1.6,3066.0,2.0,2.0,1.0,0.0,151.96764988779805,1964.6842169408897,32,-37.7969,144.9885,2,4553.0
81,10357,2,0,1430000.0,1,99,48,1.6,3066.0,2.0,1.0,0.0,231.0,151.96764988779805,1964.6842169408897,32,-37.7969,144.9905,2,4553.0
81,2384,3,1,1125000.0,3,145,48,1.6,3066.0,3.0,2.0,2.0,0.0,151.0,2000.0,32,-37.8083,144.9908,2,4553.0
81,8785,2,2,910000.0,1,99,48,1.6,3066.0,2.0,1.0,1.0,0.0,97.0,1880.0,32,-37.8035,144.985,2,4553.0
81,3947,2,0,1015000.0,1,145,56,1.6,3066.0,2.0,1.0,0.0,117.0,151.96764988779805,1964.6842169408897,32,-37.7948,144.9861,2,4553.0
81,8011,3,2,1326000.0,1,145,56,1.6,3066.0,3.0,2.0,1.0,0.0,190.0,2013.0,32,-37.8032,144.9842,2,4553.0
81,1912,3,1,910000.0,1,99,1,1.6,3066.0,3.0,1.0,1.0,171.0,151.96764988779805,1964.6842169408897,32,-37.8006,144.9925,2,4553.0
81,731,2,0,1230000.0,1,99,3,1.6,3066.0,2.0,2.0,1.0,0.0,153.0,1920.0,32,-37.8042,144.9845,2,4553.0
81,6534,2,0,855000.0,1,99,7,1.6,3066.0,2.0,1.0,0.0,130.0,80.0,1890.0,32,-37.7953,144.9882,2,4553.0
81,680,3,1,897500.0,1,99,10,1.6,3066.0,3.0,2.0,1.0,82.0,82.0,1995.0,32,-37.7961,144.9873,2,4553.0
81,4981,2,2,865000.0,0,22,10,1.6,3066.0,2.0,2.0,1.0,0.0,151.96764988779805,1964.6842169408897,32,-37.8035,144.985,2,4553.0
81,9958,2,0,1265000.0,1,99,10,1.6,3066.0,3.0,1.0,1.0,282.0,112.0,1920.0,32,-37.7985,144.9883,2,4553.0
81,2865,2,0,1260000.0,1,165,12,1.6,3066.0,2.0,1.0,2.0,116.0,151.96764988779805,1964.6842169408897,32,-37.8067,144.984,2,4553.0
81,9985,3,0,1075000.0,1,242,13,1.6,3066.0,3.0,1.0,0.0,183.0,104.0,1880.0,32,-37.7948,144.9875,2,4553.0
81,6532,3,2,1470000.0,1,145,13,1.6,3066.0,3.0,2.0,2.0,0.0,151.96764988779805,1964.6842169408897,32,-37.8037,144.9846,2,4553.0
81,2393,1,2,461000.0,3,99,14,1.6,3066.0,1.0,1.0,1.0,0.0,151.96764988779805,1964.6842169408897,32,-37.8035,144.985,2,4553.0
81,8542,2,0,981000.0,1,99,17,1.6,3066.0,2.0,1.0,0.0,188.0,107.0,1900.0,32,-37.7964,144.9923,2,4553.0
81,951,2,2,683000.0,1,22,17,1.6,3066.0,2.0,1.0,1.0,0.0,92.0,1900.0,32,-37.8035,144.985,2,4553.0
81,10437,3,0,1470000.0,1,99,18,1.6,3066.0,3.0,2.0,0.0,150.0,151.96764988779805,1964.6842169408897,32,-37.7968,144.9924,2,4553.0
81,2974,2,0,670000.0,1,99,18,1.6,3066.0,2.0,1.0,0.0,118.0,151.96764988779805,1964.6842169408897,32,-37.7976,144.993,2,4553.0
81,7935,2,2,515000.0,1,165,18,1.6,3066.0,2.0,1.0,1.0,816.0,151.96764988779805,1964.6842169408897,32,-37.802,144.9848,2,4553.0
81,7730,2,0,1000000.0,3,165,21,1.6,3066.0,2.0,1.0,2.0,159.0,86.0,1880.0,32,-37.7962,144.9887,2,4553.0
81,3806,3,1,887500.0,1,165,24,1.6,3066.0,3.0,2.0,1.0,81.0,82.0,2000.0,32,-37.7961,144.9874,2,4553.0
81,931,2,2,713500.0,1,99,26,1.6,3066.0,2.0,2.0,1.0,1060.0,88.0,2010.0,32,-37.7954,144.9868,2,4553.0
81,9895,3,2,1500000.0,1,99,26,1.6,3066.0,2.0,2.0,2.0,0.0,159.0,1920.0,32,-37.8042,144.9845,2,4553.0
81,5961,2,2,1215000.0,1,99,30,1.6,3066.0,3.0,2.0,1.0,0.0,151.96764988779805,1895.0,32,-37.8035,144.985,2,4553.0
81,9819,2,2,800000.0,4,145,31,1.6,3066.0,2.0,1.0,1.0,0.0,91.0,1900.0,32,-37.8026,144.9848,2,4553.0
81,9823,2,2,450000.0,1,22,38,1.6,3066.0,2.0,1.0,1.0,0.0,151.96764988779805,1970.0,32,-37.7988,144.9912,2,4553.0
81,5179,2,2,860000.0,0,99,46,1.6,3066.0,2.0,2.0,1.0,0.0,114.0,1920.0,32,-37.8035,144.985,2,4553.0
102,6061,4,0,1924500.0,1,15,43,13.9,3108.0,4.0,4.0,2.0,1157.0,151.96764988779805,1964.6842169408897,15,-37.7779,145.127,0,9028.0
102,3546,2,2,492500.0,1,15,43,13.9,3108.0,2.0,1.0,1.0,65.0,151.96764988779805,1975.0,15,-37.7887,145.1438,0,9028.0
102,7719,3,0,1403000.0,1,15,45,13.9,3108.0,3.0,1.0,4.0,727.0,123.0,1970.0,15,-37.7942,145.1218,0,9028.0
102,3948,4,0,1408000.0,1,99,45,13.9,3108.0,4.0,2.0,0.0,725.0,151.96764988779805,1964.6842169408897,15,-37.7891,145.1073,0,9028.0
102,6564,4,1,855000.0,1,15,45,13.9,3108.0,4.0,2.0,2.0,242.0,151.96764988779805,1964.6842169408897,15,-37.7915,145.1258,0,9028.0
102,3044,3,0,1450000.0,0,15,45,13.9,3108.0,3.0,1.0,1.0,638.0,115.0,1970.0,15,-37.7912,145.1248,0,9028.0
102,7553,5,0,1461800.0,3,99,45,13.9,3108.0,5.0,2.0,2.0,660.0,151.96764988779805,1964.6842169408897,15,-37.7791,145.1328,0,9028.0
102,6140,4,0,1396000.0,1,15,45,13.9,3108.0,4.0,1.0,2.0,658.0,138.0,1975.0,15,-37.7827,145.1358,0,9028.0
102,1530,5,0,1535000.0,0,182,48,13.9,3108.0,5.0,3.0,2.0,681.0,151.96764988779805,1964.6842169408897,15,-37.7722,145.1309,0,9028.0
102,3326,3,0,1125000.0,4,242,48,13.9,3108.0,3.0,2.0,2.0,819.0,173.0,1970.0,15,-37.781,145.1036,0,9028.0
102,9855,3,2,700000.0,0,15,49,13.9,3108.0,3.0,2.0,2.0,0.0,119.0,2007.0,15,-37.7862,145.1235,0,9028.0
102,3187,4,0,1152000.0,1,99,51,13.9,3108.0,4.0,2.0,2.0,336.0,176.0,2007.0,15,-37.794,145.1178,0,9028.0
102,9447,3,0,920000.0,0,182,52,13.9,3108.0,4.0,3.0,3.0,655.0,151.96764988779805,1964.6842169408897,15,-37.7798,145.1319,0,9028.0
102,4331,4,0,1050000.0,0,15,52,13.9,3108.0,4.0,2.0,2.0,317.0,194.0,1995.0,15,-37.7815,145.1279,0,9028.0
102,5645,3,2,910000.0,1,15,53,13.9,3108.0,3.0,2.0,2.0,299.0,135.0,2001.0,15,-37.7929,145.1338,0,9028.0
102,5345,3,0,1850000.0,1,99,53,13.9,3108.0,3.0,1.0,2.0,1073.0,143.0,1960.0,15,-37.7772,145.1157,0,9028.0
102,7203,4,0,1225000.0,1,182,53,13.9,3108.0,4.0,3.0,2.0,740.0,185.0,1985.0,15,-37.7912,145.1127,0,9028.0
102,6137,4,0,1316000.0,1,99,53,13.9,3108.0,4.0,2.0,2.0,716.0,155.0,1965.0,15,-37.778,145.1173,0,9028.0
102,8686,2,2,400000.0,4,196,56,13.9,3108.0,2.0,1.0,2.0,0.0,151.96764988779805,1964.6842169408897,15,-37.7868,145.1223,0,9028.0
102,6274,4,0,1430000.0,1,99,2,13.9,3108.0,4.0,2.0,2.0,655.0,170.0,1970.0,15,-37.782,145.1194,0,9028.0
102,6681,4,0,1250000.0,0,15,2,13.9,3108.0,4.0,2.0,2.0,780.0,151.96764988779805,1964.6842169408897,15,-37.7955,145.139,0,9028.0
102,7968,3,2,772000.0,1,15,2,13.9,3108.0,3.0,2.0,1.0,203.0,109.0,1986.0,15,-37.7776,145.1267,0,9028.0
102,80,4,0,2000000.0,1,15,2,13.9,3108.0,4.0,3.0,2.0,507.0,151.96764988779805,1964.6842169408897,15,-37.7738,145.1308,0,9028.0
102,822,3,0,1300000.0,1,15,4,13.9,3108.0,3.0,1.0,2.0,657.0,151.96764988779805,1964.6842169408897,15,-37.7946,145.1375,0,9028.0
102,5021,4,0,1468000.0,1,182,7,13.9,3108.0,4.0,2.0,2.0,806.0,170.0,1975.0,15,-37.7939,145.1392,0,9028.0
102,10149,3,0,1275000.0,0,15,7,13.9,3108.0,3.0,1.0,1.0,720.0,151.96764988779805,1960.0,15,-37.79,145.1309,0,9028.0
102,3288,4,0,1200000.0,1,1,7,13.9,3108.0,4.0,1.0,2.0,657.0,151.96764988779805,1964.6842169408897,15,-37.7856,145.1374,0,9028.0
102,5639,3,2,655000.0,3,99,7,13.9,3108.0,3.0,2.0,2.0,0.0,151.96764988779805,1964.6842169408897,15,-37.7826,145.1274,0,9028.0
